,release_year,Adult,Kids,Older Kids,Teens,Movie,TV Show,show_duration,movie_duration
1306,2020,0,0,0,1,1,0,0,92
1307,2017,0,1,0,0,1,0,0,100
1308,2019,0,0,1,0,1,0,0,80
1309,2018,0,0,1,0,1,0,0,98
1310,2017,1,0,0,0,1,0,0,104
1311,2016,0,0,0,1,1,0,0,98
1312,2019,0,0,0,1,1,0,0,104
1313,2018,0,0,1,0,1,0,0,99
1314,2020,1,0,0,0,1,0,0,68
1315,1999,1,0,0,0,1,0,0,106
1316,2014,0,0,0,1,1,0,0,71
1317,2015,0,0,0,1,1,0,0,80
1318,2020,1,0,0,0,1,0,0,116
1319,2019,1,0,0,0,1,0,0,112
1320,2020,1,0,0,0,1,0,0,73
1321,2019,0,0,0,1,1,0,0,110
1322,2019,0,0,0,1,0,1,5,0
1323,2019,1,0,0,0,1,0,0,135
1324,2020,0,1,0,0,1,0,0,128
1325,2020,0,1,0,0,1,0,0,93
1326,2019,1,0,0,0,1,0,0,149
1327,2018,0,0,1,0,1,0,0,54
1328,2020,1,0,0,0,1,0,0,87
1329,2020,1,0,0,0,0,1,2,0
1330,2018,0,1,0,0,1,0,0,102
1331,1981,0,0,0,1,1,0,0,177
1332,2019,0,0,0,1,1,0,0,98
1333,1979,0,0,0,1,1,0,0,237
1334,1981,0,0,0,1,1,0,0,195
1335,1973,0,0,0,1,1,0,0,253
1336,1976,0,0,1,0,1,0,0,157
1337,2010,1,0,0,0,1,0,0,97
1338,2020,0,0,1,0,1,0,0,85
1339,2014,1,0,0,0,1,0,0,94
1340,2010,0,0,0,1,1,0,0,80
1341,2020,1,0,0,0,1,0,0,94
1342,2020,1,0,0,0,1,0,0,92
1343,2006,0,0,1,0,1,0,0,105
1344,2009,0,0,0,1,1,0,0,120
1345,2012,0,0,0,1,1,0,0,96
1346,2007,0,0,0,1,1,0,0,107
1347,2008,0,0,1,0,1,0,0,93
1348,2009,0,0,0,1,1,0,0,101
1349,2020,1,0,0,0,0,1,1,0
1350,2006,0,0,0,1,1,0,0,110
1351,2004,0,0,0,1,1,0,0,112
1352,2012,0,0,1,0,1,0,0,93
1353,2005,0,0,1,0,1,0,0,109
1354,2019,0,0,0,1,1,0,0,105
1355,2019,1,0,0,0,1,0,0,97
1356,2017,1,0,0,0,1,0,0,91
1357,2019,1,0,0,0,1,0,0,88
1358,2020,1,0,0,0,0,1,1,0
1359,2020,1,0,0,0,0,1,1,0
1360,2018,0,0,0,1,1,0,0,109
1361,2019,0,0,0,1,1,0,0,118
1362,2018,0,1,0,0,1,0,0,109
1363,2020,1,0,0,0,1,0,0,131
1364,2018,1,0,0,0,1,0,0,152
1365,2018,0,0,0,1,1,0,0,67
1366,2018,0,0,1,0,1,0,0,72
1367,2012,0,0,0,1,1,0,0,83
1368,2020,1,0,0,0,1,0,0,90
1369,2019,0,0,0,1,1,0,0,106
1370,2020,0,0,0,1,1,0,0,190
1371,2010,0,0,1,0,1,0,0,129
1372,1994,0,0,0,1,1,0,0,160
1373,2020,1,0,0,0,1,0,0,86
1374,2020,1,0,0,0,1,0,0,92
1375,2020,1,0,0,0,1,0,0,114
1376,2020,1,0,0,0,0,1,1,0
1377,2016,0,0,0,1,1,0,0,90
1378,2019,0,0,0,1,1,0,0,94
1379,2020,1,0,0,0,0,1,2,0
1380,2018,0,0,1,0,1,0,0,86
1381,2020,0,0,1,0,1,0,0,89
1382,2020,0,0,1,0,1,0,0,61
1383,2019,0,0,1,0,1,0,0,93
1384,2020,0,1,0,0,1,0,0,81
1385,2019,0,0,0,1,1,0,0,120
1386,2020,1,0,0,0,0,1,1,0
1387,2019,0,0,0,1,1,0,0,94
1388,2020,0,0,0,1,1,0,0,91
1389,2019,0,0,1,0,1,0,0,104
1390,2013,0,0,0,1,1,0,0,76
1391,2020,0,0,1,0,1,0,0,90
1392,2020,1,0,0,0,1,0,0,103
1393,2020,1,0,0,0,1,0,0,122
1394,2018,1,0,0,0,1,0,0,97
1395,2019,1,0,0,0,1,0,0,98
1396,2020,0,1,0,0,1,0,0,42
1397,2008,0,0,1,0,1,0,0,91
1398,2012,0,0,0,1,1,0,0,94
1399,2020,1,0,0,0,1,0,0,107
1400,2020,1,0,0,0,1,0,0,143
1401,2020,0,0,0,1,1,0,0,105
1402,2007,1,0,0,0,1,0,0,116
1403,2003,0,0,1,0,1,0,0,105
1404,2020,0,0,0,1,1,0,0,97
1405,2020,0,0,0,1,1,0,0,105
1406,2020,1,0,0,0,0,1,1,0
1407,2020,1,0,0,0,0,1,1,0
1408,2016,0,0,1,0,1,0,0,109
1409,2019,0,0,0,1,1,0,0,111
1410,2019,0,0,0,1,1,0,0,132
1411,2006,1,0,0,0,1,0,0,102
1412,2016,1,0,0,0,1,0,0,107
1413,2008,1,0,0,0,1,0,0,100
1414,2011,0,0,0,1,1,0,0,115
1415,2016,1,0,0,0,1,0,0,104
1416,2017,1,0,0,0,1,0,0,110
1417,2016,1,0,0,0,1,0,0,100
1418,2009,0,0,0,1,1,0,0,108
1419,2005,0,0,0,1,1,0,0,104
1420,2019,0,0,0,1,1,0,0,116
1421,2012,0,0,0,1,1,0,0,106
1422,2019,0,0,0,1,1,0,0,96
1423,2020,1,0,0,0,1,0,0,140
1424,2020,1,0,0,0,1,0,0,107
1425,2020,0,0,0,1,1,0,0,138
1426,2010,1,0,0,0,1,0,0,132
1427,2005,1,0,0,0,1,0,0,208
1428,2006,0,0,0,1,1,0,0,105
1429,2011,0,0,0,1,1,0,0,101
1430,2010,0,0,0,1,1,0,0,124
1431,2009,0,0,0,1,1,0,0,93
1432,2008,0,0,0,1,1,0,0,110
1433,2009,0,0,0,1,1,0,0,115
1434,2019,0,0,0,1,1,0,0,107
1435,2020,1,0,0,0,1,0,0,72
1436,2016,0,1,0,0,1,0,0,107
1437,2019,0,0,0,1,1,0,0,95
1438,2019,0,0,0,1,1,0,0,180
1439,2020,1,0,0,0,1,0,0,135
1440,2018,1,0,0,0,1,0,0,94
1441,2019,1,0,0,0,1,0,0,105
1442,2019,1,0,0,0,1,0,0,93
1443,2020,0,0,1,0,1,0,0,92
1444,2020,1,0,0,0,0,1,1,0
1445,2020,0,0,0,1,1,0,0,144
1446,2018,1,0,0,0,1,0,0,101
1447,2020,1,0,0,0,1,0,0,81
1448,2020,1,0,0,0,1,0,0,95
1449,2020,1,0,0,0,1,0,0,119
1450,2019,1,0,0,0,1,0,0,121
1451,2019,1,0,0,0,1,0,0,88
1452,2020,1,0,0,0,0,1,2,0
1453,2016,0,0,0,1,1,0,0,106
1454,2015,0,0,1,0,1,0,0,119
1455,2020,1,0,0,0,1,0,0,63
1456,2015,1,0,0,0,1,0,0,82
1457,2019,0,1,0,0,1,0,0,95
1458,2018,0,0,0,1,1,0,0,93
1459,2019,0,0,1,0,1,0,0,120
1460,2020,1,0,0,0,1,0,0,147
1461,2020,1,0,0,0,1,0,0,55
1462,2018,0,0,0,1,1,0,0,107
1463,2018,0,0,0,1,1,0,0,92
1464,2019,1,0,0,0,1,0,0,98
1465,2020,1,0,0,0,1,0,0,101
1466,2019,1,0,0,0,1,0,0,112
1467,2020,0,1,0,0,1,0,0,103
1468,2019,1,0,0,0,0,1,1,0
1469,2020,0,0,1,0,1,0,0,91
1470,2019,1,0,0,0,1,0,0,96
1471,2010,0,0,1,0,1,0,0,104
1472,2017,1,0,0,0,1,0,0,66
1473,2019,1,0,0,0,1,0,0,83
1474,2017,1,0,0,0,1,0,0,111
1475,2019,1,0,0,0,1,0,0,90
1476,2017,1,0,0,0,1,0,0,121
1477,2019,1,0,0,0,1,0,0,121
1478,2020,1,0,0,0,1,0,0,88
1479,2017,1,0,0,0,1,0,0,107
1480,2019,0,0,1,0,1,0,0,91
1481,1990,0,0,0,1,1,0,0,174
1482,2015,0,0,0,1,1,0,0,155
1483,2012,0,0,1,0,1,0,0,87
1484,2020,1,0,0,0,1,0,0,77
1485,2008,0,0,0,1,1,0,0,142
1486,1984,0,0,0,1,1,0,0,170
1487,1998,0,0,0,1,1,0,0,165
1488,1980,0,0,0,1,1,0,0,161
1489,2013,0,0,0,1,1,0,0,144
1490,1993,0,0,0,1,1,0,0,149
1491,2014,0,0,0,1,1,0,0,135
1492,2014,0,0,0,1,1,0,0,131
1493,2005,0,0,0,1,1,0,0,126
1494,2006,0,0,0,1,1,0,0,192
1495,2001,0,0,0,1,1,0,0,209
1496,2003,0,0,0,1,1,0,0,187
1497,2016,0,0,0,1,1,0,0,138
1498,1998,0,0,0,1,1,0,0,185
1499,2015,0,0,0,1,1,0,0,143
1500,1987,0,0,0,1,1,0,0,172
1501,2020,1,0,0,0,1,0,0,103
1502,2017,0,1,0,0,1,0,0,83
1503,2010,1,0,0,0,1,0,0,107
1504,2014,0,0,0,1,1,0,0,114
1505,2018,1,0,0,0,1,0,0,93
1506,2020,0,0,1,0,1,0,0,85
1507,2016,0,0,1,0,1,0,0,131
1508,2017,1,0,0,0,1,0,0,101
1509,2019,1,0,0,0,1,0,0,107
1510,2018,0,0,0,1,1,0,0,84
1511,2019,1,0,0,0,1,0,0,104
1512,2020,0,0,0,1,1,0,0,160
1513,2019,1,0,0,0,1,0,0,103
1514,2020,0,1,0,0,1,0,0,46
1515,2020,1,0,0,0,1,0,0,112
1516,2020,1,0,0,0,1,0,0,83
1517,2019,0,0,0,1,1,0,0,72
1518,2020,0,1,0,0,1,0,0,24
1519,2020,1,0,0,0,1,0,0,104
1520,2019,0,1,0,0,1,0,0,72
1521,2019,1,0,0,0,1,0,0,113
1522,2019,0,0,1,0,1,0,0,100
1523,2018,1,0,0,0,1,0,0,99
1524,2020,1,0,0,0,1,0,0,104
1525,2020,1,0,0,0,1,0,0,70
1526,2017,0,0,0,1,1,0,0,95
1527,2020,1,0,0,0,1,0,0,109
1528,2019,1,0,0,0,1,0,0,91
1529,2020,1,0,0,0,1,0,0,75
1530,2020,0,0,0,1,1,0,0,100
1531,2017,1,0,0,0,1,0,0,95
1532,2017,0,0,1,0,1,0,0,113
1533,2020,1,0,0,0,1,0,0,62
1534,2014,1,0,0,0,1,0,0,93
1535,2019,0,0,0,1,1,0,0,135
1536,2020,1,0,0,0,1,0,0,101
1537,2018,0,0,0,1,1,0,0,98
1538,2020,0,0,1,0,1,0,0,103
1539,2019,1,0,0,0,1,0,0,106
1540,2020,1,0,0,0,0,1,2,0
1541,2020,1,0,0,0,1,0,0,95
1542,2019,0,0,0,1,1,0,0,132
1543,2020,0,0,1,0,1,0,0,82
1544,2020,1,0,0,0,1,0,0,71
1545,2017,1,0,0,0,1,0,0,79
1546,2020,1,0,0,0,1,0,0,120
1547,2019,1,0,0,0,1,0,0,82
1548,2019,1,0,0,0,1,0,0,115
1549,2020,1,0,0,0,1,0,0,111
1550,2020,1,0,0,0,1,0,0,110
1551,2016,0,0,1,0,1,0,0,121
1552,2019,1,0,0,0,1,0,0,108
1553,2010,1,0,0,0,1,0,0,186
1554,2019,1,0,0,0,1,0,0,116
1555,2005,1,0,0,0,1,0,0,154
1556,2016,0,0,0,1,0,1,4,0
1557,2018,1,0,0,0,1,0,0,105
1558,2019,0,1,0,0,1,0,0,71
1559,2020,1,0,0,0,1,0,0,61
1560,2019,0,0,0,1,1,0,0,133
1561,2019,1,0,0,0,1,0,0,98
1562,2011,1,0,0,0,1,0,0,119
1563,2020,1,0,0,0,1,0,0,61
1564,2019,0,0,0,1,1,0,0,130
1565,2016,1,0,0,0,1,0,0,87
1566,2011,0,0,1,0,1,0,0,127
1567,2016,0,0,0,1,1,0,0,87
1568,2017,0,0,0,1,1,0,0,88
1569,2007,1,0,0,0,1,0,0,158
1570,2018,1,0,0,0,1,0,0,93
1571,2020,1,0,0,0,1,0,0,109
1572,2020,0,0,0,1,1,0,0,162
1573,2019,0,0,1,0,1,0,0,98
1574,2020,0,0,0,1,0,1,1,0
1575,2016,0,0,0,1,1,0,0,103
1576,2015,1,0,0,0,1,0,0,97
1577,2015,1,0,0,0,1,0,0,94
1578,2016,1,0,0,0,1,0,0,101
1579,2014,0,0,0,1,1,0,0,109
1580,2020,1,0,0,0,1,0,0,50
1581,2019,0,0,1,0,1,0,0,110
1582,2019,1,0,0,0,1,0,0,92
1583,2018,1,0,0,0,0,1,1,0
1584,2020,1,0,0,0,1,0,0,120
1585,2019,0,0,0,1,1,0,0,101
1586,2020,1,0,0,0,1,0,0,116
1587,2020,1,0,0,0,1,0,0,117
1588,2012,0,0,1,0,1,0,0,95
1589,2015,1,0,0,0,1,0,0,122
1590,2019,1,0,0,0,1,0,0,102
1591,2015,1,0,0,0,1,0,0,96
1592,2017,1,0,0,0,0,1,1,0
1593,2016,1,0,0,0,1,0,0,93
1594,2016,0,0,0,1,1,0,0,93
1595,2019,0,1,0,0,1,0,0,87
1596,2019,1,0,0,0,1,0,0,95
1597,2017,1,0,0,0,1,0,0,33
1598,2020,1,0,0,0,1,0,0,113
1599,2010,0,0,1,0,1,0,0,118
1600,2019,0,0,0,1,1,0,0,171
1601,2018,0,0,0,1,1,0,0,100
1602,2019,0,0,1,0,1,0,0,103
1603,2019,1,0,0,0,0,1,1,0
1604,2015,0,0,1,0,1,0,0,86
1605,2020,0,0,0,1,1,0,0,102
1606,2017,1,0,0,0,1,0,0,101
1607,2019,0,0,0,1,1,0,0,96
1608,2018,1,0,0,0,1,0,0,106
1609,2019,0,0,0,1,1,0,0,88
1610,2019,1,0,0,0,1,0,0,103
1611,2019,0,0,0,1,1,0,0,139
1612,2018,0,0,0,1,1,0,0,89
1613,2020,1,0,0,0,1,0,0,104
1614,2019,0,0,0,1,1,0,0,124
1615,2017,1,0,0,0,1,0,0,112
1616,2014,0,0,0,1,1,0,0,70
1617,2019,0,0,0,1,0,1,8,0
1618,2020,1,0,0,0,1,0,0,106
1619,2020,0,0,0,1,1,0,0,97
1620,2019,0,0,1,0,1,0,0,106
1621,2020,0,0,0,1,1,0,0,60
1622,2019,0,0,0,1,1,0,0,148
1623,2020,1,0,0,0,1,0,0,122
1624,2016,1,0,0,0,1,0,0,86
1625,1994,0,0,0,1,1,0,0,193
1626,2017,1,0,0,0,1,0,0,92
1627,2018,0,0,0,1,1,0,0,94
1628,2019,0,0,1,0,0,1,5,0
1629,2019,0,1,0,0,1,0,0,82
1630,2019,1,0,0,0,1,0,0,89
1631,1999,0,1,0,0,1,0,0,176
1632,2020,1,0,0,0,1,0,0,116
1633,2016,1,0,0,0,1,0,0,86
1634,2017,0,0,0,1,1,0,0,93
1635,2020,1,0,0,0,1,0,0,85
1636,2009,1,0,0,0,1,0,0,62
1637,2018,1,0,0,0,1,0,0,112
1638,2020,0,0,0,1,1,0,0,121
1639,2019,0,0,0,1,1,0,0,133
1640,2020,1,0,0,0,1,0,0,76
1641,2017,0,0,1,0,1,0,0,82
1642,2019,1,0,0,0,1,0,0,156
1643,2015,1,0,0,0,1,0,0,90
1644,2020,0,0,1,0,1,0,0,97
1645,2020,1,0,0,0,1,0,0,51
1646,2020,0,0,0,1,0,1,1,0
1647,2004,1,0,0,0,1,0,0,98
1648,2020,1,0,0,0,1,0,0,61
1649,2019,0,0,0,1,1,0,0,116
1650,2019,0,0,0,1,1,0,0,132
1651,2020,0,0,0,1,1,0,0,17
1652,2013,1,0,0,0,1,0,0,91
1653,2020,1,0,0,0,1,0,0,121
1654,2019,0,0,0,1,1,0,0,78
1655,2011,0,0,1,0,1,0,0,95
1656,2019,1,0,0,0,1,0,0,86
1657,2015,1,0,0,0,1,0,0,132
1658,2019,0,0,0,1,1,0,0,107
1659,2015,1,0,0,0,1,0,0,122
1660,2018,0,0,0,1,1,0,0,95
1661,2019,1,0,0,0,1,0,0,108
1662,2017,1,0,0,0,1,0,0,99
1663,2019,1,0,0,0,1,0,0,103
1664,2020,1,0,0,0,1,0,0,66
1665,2019,1,0,0,0,1,0,0,132
1666,2018,0,0,0,1,1,0,0,56
1667,2019,1,0,0,0,1,0,0,128
1668,2020,1,0,0,0,0,1,1,0
1669,2014,1,0,0,0,1,0,0,119
1670,2020,1,0,0,0,1,0,0,97
1671,2017,1,0,0,0,1,0,0,92
1672,2020,1,0,0,0,1,0,0,102
1673,2020,0,0,0,1,1,0,0,90
1674,2017,0,0,0,1,1,0,0,129
1675,2018,0,0,0,1,1,0,0,106
1676,2014,0,0,1,0,1,0,0,105
1677,2007,0,1,0,0,1,0,0,78
1678,2008,0,0,1,0,1,0,0,79
1679,2009,0,1,0,0,1,0,0,78
1680,2020,1,0,0,0,1,0,0,145
1681,2015,1,0,0,0,1,0,0,71
1682,2001,0,1,0,0,1,0,0,83
1683,2006,1,0,0,0,1,0,0,119
1684,2018,0,0,1,0,1,0,0,98
1685,2017,1,0,0,0,1,0,0,102
1686,2009,1,0,0,0,1,0,0,97
1687,2019,0,0,0,1,1,0,0,110
1688,2019,1,0,0,0,1,0,0,85
1689,2019,0,0,0,1,1,0,0,90
1690,2019,1,0,0,0,1,0,0,89
1691,2019,1,0,0,0,1,0,0,120
1692,2013,1,0,0,0,1,0,0,102
1693,2018,0,0,0,1,1,0,0,73
1694,2019,1,0,0,0,1,0,0,79
1695,2019,1,0,0,0,0,1,2,0
1696,2019,1,0,0,0,1,0,0,97
1697,2017,0,0,1,0,1,0,0,91
1698,2019,0,0,0,1,1,0,0,96
1699,2019,1,0,0,0,1,0,0,103
1700,2017,1,0,0,0,1,0,0,95
1701,2019,0,0,0,1,1,0,0,83
1702,2019,0,0,0,1,1,0,0,117
1703,2019,0,0,1,0,1,0,0,70
1704,2019,1,0,0,0,1,0,0,90
1705,2019,0,1,0,0,1,0,0,86
1706,2017,0,0,1,0,1,0,0,86
1707,2014,0,0,0,1,1,0,0,113
1708,2015,0,0,1,0,1,0,0,141
1709,2019,0,0,0,1,1,0,0,126
1710,2019,1,0,0,0,1,0,0,63
1711,2018,1,0,0,0,1,0,0,136
1712,2015,1,0,0,0,1,0,0,120
1713,2015,0,0,0,1,1,0,0,134
1714,2018,1,0,0,0,0,1,1,0
1715,2001,0,0,0,1,1,0,0,185
1716,2015,1,0,0,0,1,0,0,174
1717,2006,0,0,0,1,1,0,0,169
1718,2011,0,0,0,1,1,0,0,148
1719,2013,0,0,0,1,1,0,0,135
1720,2011,0,0,0,1,1,0,0,135
1721,2012,0,0,1,0,0,1,1,0
1722,2007,0,0,0,1,1,0,0,119
1723,2017,0,0,0,1,1,0,0,98
1724,2010,0,0,0,1,1,0,0,135
1725,2004,0,0,1,0,1,0,0,185
1726,2009,0,0,0,1,1,0,0,156
1727,2017,1,0,0,0,1,0,0,104
1728,2008,0,0,0,1,1,0,0,139
1729,2012,0,0,0,1,1,0,0,140
1730,2011,0,0,0,1,1,0,0,154
1731,2019,1,0,0,0,1,0,0,129
1732,2016,1,0,0,0,1,0,0,99
1733,2017,1,0,0,0,1,0,0,100
1734,2019,1,0,0,0,1,0,0,95
1735,2019,1,0,0,0,1,0,0,65
1736,2019,1,0,0,0,1,0,0,143
1737,2017,0,0,0,1,1,0,0,101
1738,2019,1,0,0,0,1,0,0,60
1739,2019,0,0,1,0,1,0,0,29
1740,2017,1,0,0,0,1,0,0,92
1741,2019,0,0,0,1,1,0,0,172
1742,2019,0,0,0,1,1,0,0,97
1743,2017,0,0,0,1,1,0,0,108
1744,2019,1,0,0,0,1,0,0,137
1745,2017,1,0,0,0,1,0,0,106
1746,2017,1,0,0,0,1,0,0,115
1747,2019,1,0,0,0,0,1,2,0
1748,2016,0,0,0,1,1,0,0,92
1749,2017,0,0,1,0,1,0,0,93
1750,2019,0,0,1,0,1,0,0,85
1751,2019,1,0,0,0,1,0,0,56
1752,2019,0,0,1,0,1,0,0,86
1753,2019,0,0,1,0,1,0,0,127
1754,2014,1,0,0,0,1,0,0,93
1755,2019,1,0,0,0,1,0,0,94
1756,2019,0,0,0,1,1,0,0,120
1757,2017,0,0,0,1,1,0,0,135
1758,2017,0,0,0,1,1,0,0,134
1759,2018,0,0,1,0,1,0,0,137
1760,2019,0,0,0,1,1,0,0,103
1761,2017,0,0,0,1,1,0,0,133
1762,2019,1,0,0,0,1,0,0,95
1763,2015,1,0,0,0,1,0,0,126
1764,2019,0,1,0,0,1,0,0,67
1765,2019,0,0,0,1,1,0,0,135
1766,2019,0,0,0,1,1,0,0,106
1767,2018,1,0,0,0,1,0,0,107
1768,2019,1,0,0,0,1,0,0,81
1769,2016,1,0,0,0,1,0,0,107
1770,2018,1,0,0,0,1,0,0,110
1771,2017,1,0,0,0,1,0,0,104
1772,2018,0,0,0,1,1,0,0,93
1773,2019,0,0,1,0,1,0,0,94
1774,2008,1,0,0,0,1,0,0,137
1775,2019,0,0,0,1,1,0,0,134
1776,2019,1,0,0,0,1,0,0,106
1777,2019,1,0,0,0,1,0,0,209
1778,2019,1,0,0,0,1,0,0,86
1779,2019,0,1,0,0,1,0,0,24
1780,2019,0,0,0,1,1,0,0,117
1781,2017,1,0,0,0,1,0,0,121
1782,2019,1,0,0,0,1,0,0,97
1783,2015,1,0,0,0,1,0,0,121
1784,2019,1,0,0,0,1,0,0,119
1785,2019,0,0,0,1,1,0,0,93
1786,2019,1,0,0,0,1,0,0,86
1787,2019,0,0,0,1,1,0,0,134
1788,2019,0,1,0,0,1,0,0,28
1789,2019,0,0,0,1,1,0,0,131
1790,2019,1,0,0,0,1,0,0,78
1791,2014,1,0,0,0,1,0,0,84
1792,2015,0,0,0,1,1,0,0,107
1793,2013,1,0,0,0,1,0,0,101
1794,2019,1,0,0,0,1,0,0,107
1795,2019,0,0,0,1,1,0,0,74
1796,2019,0,0,1,0,1,0,0,60
1797,2019,1,0,0,0,1,0,0,143
1798,2019,0,0,0,1,1,0,0,105
1799,2011,0,0,1,0,1,0,0,110
1800,2019,0,0,1,0,1,0,0,98
1801,2018,0,0,0,1,1,0,0,74
1802,2013,0,0,0,1,1,0,0,46
1803,2019,1,0,0,0,1,0,0,54
1804,2019,1,0,0,0,1,0,0,59
1805,2009,1,0,0,0,1,0,0,100
1806,2019,0,0,0,1,1,0,0,93
1807,2019,1,0,0,0,1,0,0,94
1808,2016,0,0,0,1,1,0,0,121
1809,2019,1,0,0,0,1,0,0,78
1810,2018,0,0,0,1,1,0,0,116
1811,2019,0,1,0,0,1,0,0,87
1812,2019,1,0,0,0,1,0,0,61
1813,2017,1,0,0,0,1,0,0,98
1814,2019,1,0,0,0,1,0,0,123
1815,2019,1,0,0,0,1,0,0,85
1816,2016,0,0,0,1,1,0,0,78
1817,2019,1,0,0,0,1,0,0,103
1818,2014,0,0,1,0,1,0,0,68
1819,2012,0,0,1,0,1,0,0,68
1820,2017,0,1,0,0,1,0,0,69
1821,2017,0,0,1,0,1,0,0,81
1822,2013,0,1,0,0,1,0,0,69
1823,2016,0,0,1,0,1,0,0,68
1824,2015,0,0,1,0,1,0,0,68
1825,2010,0,1,0,0,1,0,0,86
1826,2015,0,1,0,0,1,0,0,40
1827,2019,1,0,0,0,1,0,0,94
1828,2019,1,0,0,0,1,0,0,90
1829,2017,0,0,1,0,1,0,0,112
1830,2018,1,0,0,0,1,0,0,101
1831,2019,0,0,0,1,1,0,0,119
1832,2019,0,0,1,0,1,0,0,86
1833,2018,0,0,1,0,1,0,0,92
1834,2019,0,0,1,0,1,0,0,91
1835,2019,1,0,0,0,1,0,0,141
1836,2019,1,0,0,0,1,0,0,107
1837,2016,1,0,0,0,1,0,0,89
1838,2019,1,0,0,0,1,0,0,65
1839,2019,1,0,0,0,0,1,1,0
1840,2016,0,0,0,1,0,1,1,0
1841,2019,1,0,0,0,1,0,0,126
1842,2019,1,0,0,0,1,0,0,63
1843,2018,0,1,0,0,1,0,0,20
1844,2014,1,0,0,0,1,0,0,106
1845,2019,1,0,0,0,1,0,0,118
1846,2019,1,0,0,0,1,0,0,86
1847,2018,1,0,0,0,1,0,0,94
1848,2019,0,0,0,1,1,0,0,82
1849,2019,0,0,0,1,1,0,0,92
1850,2019,0,0,1,0,1,0,0,52
1851,2018,0,0,0,1,1,0,0,108
1852,2019,1,0,0,0,1,0,0,67
1853,2016,1,0,0,0,1,0,0,91
1854,2018,0,0,0,1,1,0,0,118
1855,2017,0,0,0,1,1,0,0,87
1856,2019,1,0,0,0,1,0,0,98
1857,2017,0,0,0,1,1,0,0,95
1858,2019,1,0,0,0,1,0,0,100
1859,2017,1,0,0,0,1,0,0,101
1860,2019,1,0,0,0,1,0,0,96
1861,2018,0,0,0,1,1,0,0,99
1862,2019,0,0,0,1,1,0,0,112
1863,2017,0,0,0,1,1,0,0,127
1864,2019,1,0,0,0,1,0,0,63
1865,2015,1,0,0,0,1,0,0,97
1866,2018,1,0,0,0,1,0,0,86
1867,2014,1,0,0,0,0,1,1,0
1868,2019,0,0,0,1,1,0,0,62
1869,2019,1,0,0,0,1,0,0,96
1870,2017,1,0,0,0,1,0,0,104
1871,2019,1,0,0,0,1,0,0,123
1872,2019,1,0,0,0,1,0,0,100
1873,2019,0,0,0,1,1,0,0,99
1874,2019,1,0,0,0,1,0,0,151
1875,2019,1,0,0,0,1,0,0,102
1876,2019,0,0,0,1,1,0,0,106
1877,2019,0,0,0,1,1,0,0,87
1878,2019,1,0,0,0,1,0,0,70
1879,2018,0,0,0,1,1,0,0,101
1880,2019,1,0,0,0,1,0,0,109
1881,2019,1,0,0,0,1,0,0,110
1882,2019,1,0,0,0,1,0,0,102
1883,2019,0,0,1,0,1,0,0,102
1884,2019,0,1,0,0,1,0,0,24
1885,2019,1,0,0,0,1,0,0,98
1886,2016,0,0,0,1,0,1,1,0
1887,2018,0,0,0,1,1,0,0,90
1888,2019,1,0,0,0,1,0,0,64
1889,2000,0,1,0,0,1,0,0,79
1890,1998,0,1,0,0,1,0,0,81
1891,2005,1,0,0,0,1,0,0,81
1892,2019,1,0,0,0,0,1,5,0
1893,2019,1,0,0,0,1,0,0,64
1894,2019,0,0,1,0,1,0,0,90
1895,2018,0,0,1,0,1,0,0,102
1896,2019,1,0,0,0,1,0,0,116
1897,2019,0,0,0,1,1,0,0,133
1898,2013,0,0,0,1,1,0,0,108
1899,2019,1,0,0,0,1,0,0,106
1900,2019,1,0,0,0,1,0,0,58
1901,2019,1,0,0,0,1,0,0,152
1902,2018,1,0,0,0,1,0,0,87
1903,2009,1,0,0,0,1,0,0,121
1904,2019,1,0,0,0,1,0,0,83
1905,2019,1,0,0,0,0,1,1,0
1906,2019,1,0,0,0,0,1,1,0
1907,2018,1,0,0,0,1,0,0,111
1908,2019,1,0,0,0,1,0,0,171
1909,2019,1,0,0,0,1,0,0,88
1910,2012,1,0,0,0,1,0,0,76
1911,2019,0,0,1,0,1,0,0,64
1912,2006,0,0,0,1,1,0,0,94
1913,2019,0,0,0,1,1,0,0,157
1914,2019,0,0,1,0,1,0,0,83
1915,2019,1,0,0,0,1,0,0,65
1916,2018,0,0,0,1,1,0,0,105
1917,2019,0,0,0,1,1,0,0,107
1918,2019,0,0,1,0,1,0,0,103
1919,2019,1,0,0,0,1,0,0,67
1920,2019,1,0,0,0,1,0,0,125
1921,2018,1,0,0,0,1,0,0,142
1922,2018,0,0,0,1,1,0,0,133
1923,2019,0,0,0,1,1,0,0,100
1924,2016,0,0,0,1,1,0,0,128
1925,2019,0,0,0,1,1,0,0,93
1926,2006,0,0,0,1,0,1,9,0
1927,2014,1,0,0,0,1,0,0,82
1928,2004,0,1,0,0,1,0,0,47
1929,2019,0,0,0,1,1,0,0,95
1930,2018,1,0,0,0,1,0,0,91
1931,2019,0,0,1,0,1,0,0,102
1932,2018,1,0,0,0,1,0,0,100
1933,2019,0,0,1,0,1,0,0,98
1934,2019,0,0,0,1,1,0,0,110
1935,2019,1,0,0,0,1,0,0,85
1936,2019,1,0,0,0,1,0,0,66
1937,2016,1,0,0,0,1,0,0,92
1938,2019,0,0,1,0,1,0,0,133
1939,2018,0,0,0,1,1,0,0,135
